Topic,Count,Name,Representation,Representative_Docs
323,20,323_hair_pets_list_dentist,"['hair', 'pets', 'list', 'dentist', 'coitus', 'absurd', 'pet', 'shot', 'spoke', 'll excuse']","['If there were a list of things that make me more comfortable, lists would be on the top of that list. Okay, now, oh, since last we spoke, have you acquired any pets?', 'I will admit nothing of the sort. And now if you’ll excuse me, I have to call my dentist and see if I can also get my hair shampooed and my nails clipped.', 'I will admit nothing of the sort. And now if you’ll excuse me, I have to call my dentist and see if I can also get my hair shampooed and my nails clipped.']"
324,20,324_mm_don understand_understand_question,"['mm', 'don understand', 'understand', 'question', 'hmm', 'don don', 'don', 'answer', 'come', 'll']","['I don’t understand the question.', 'I don’t understand the question.', 'I don’t understand the question.']"
325,20,325_soup_grow_confused_form,"['soup', 'grow', 'confused', 'form', 'notice', 'sandwich', 'single', 'offer', 'clearly', 'questions']","['I want soup.', 'We don’t have soup.', 'We don’t have soup.']"
326,20,326_gift_exchange_ve given_right just,"['gift', 'exchange', 've given', 'right just', 'know think', 'penny just', 'oh penny', 'valuable', 'stopped', 'given']","['Hello, Penny. I just stopped by to bring you this gift.', 'Oh, Penny. I know you think you’re being generous, but the foundation of gift-giving is reciprocity. You haven’t given me a gift, you’ve given me an obligation.', 'Oh, Penny. I know you think you’re being generous, but the foundation of gift-giving is reciprocity. You haven’t given me a gift, you’ve given me an obligation.']"
327,20,327_door_hall_type_literally,"['door', 'hall', 'type', 'literally', 'round', 'walking', 'feet', 'short', 'personal', 'suggest']","['There’s someone at my door.', 'And it was literally the moment you walked out the door. But I see the type of personal revelations you’re going for. Okay, here’s one I thought I’d take to the grave.', 'And it was literally the moment you walked out the door. But I see the type of personal revelations you’re going for. Okay, here’s one I thought I’d take to the grave.']"
328,20,328_tree_latin_temperature_minute,"['tree', 'latin', 'temperature', 'minute', 'fifth', 'grade', 'absurd', 'hang', 'settle', 'ordinary']","['That is a snowy tree cricket. Oecanthus fultoni. I was done with Latin by fifth grade.', 'Hang on. Voilà, the snowy tree cricket, aka Oecanthus fultoni, which is Latin for I’ll suck nothing. Of course I’m joking because the Latin for that is nihil exsorbibo.', 'Hang on. Voilà, the snowy tree cricket, aka Oecanthus fultoni, which is Latin for I’ll suck nothing. Of course I’m joking because the Latin for that is nihil exsorbibo.']"
329,19,329_know really_tell_difficult_don know,"['know really', 'tell', 'difficult', 'don know', 'just got', 'know just', 'single', 'know don', 'figure', 'shall']","['I don’t know. I am really aggravated.', 'I don’t know, but if you don’t figure something out, I warn you I shall become very difficult to live with.', 'I don’t know, but if you don’t figure something out, I warn you I shall become very difficult to live with.']"
330,19,330_laundry_dry_sign_dirty,"['laundry', 'dry', 'sign', 'dirty', 'clean', 'keys', 'despite', 'notice', 'obviously', 'business']","['Just do your laundry.', 'This is not my laundry.', 'This is not my laundry.']"
331,19,331_planet_hanging_picture_earth,"['planet', 'hanging', 'picture', 'earth', 'lights', 'tie', 'cat', 'finished', 'leg', 'destroy']","['Wonderful. I just finished hanging the lights.', 'Yes. It should have a big picture of him, and the words, is this your bird? Not anymore. We’re going to have so much fun together. You can carry messages to all my enemies. I can tie a string to your leg and fly you like a kite.', 'Yes. It should have a big picture of him, and the words, is this your bird? Not anymore. We’re going to have so much fun together. You can carry messages to all my enemies. I can tie a string to your leg and fly you like a kite.']"
332,19,332_paid_attention_think think_supposed,"['paid', 'attention', 'think think', 'supposed', 'exactly', 'okay okay', 'wait', 'really', 'okay', 'time']","['Wait! What am I supposed to do?', 'What exactly is it you do? I know you chatter on about it all the time, but I’ve never really paid attention.', 'What exactly is it you do? I know you chatter on about it all the time, but I’ve never really paid attention.']"
333,19,333_toes_proof_strikes_rock,"['toes', 'proof', 'strikes', 'rock', 'lonely', 'explained', 'pain', 'dinner', 'proud', 'oh know']","['Well, if you’d like, we could call him. I mean that you could call him. As I’ve explained, the absence of my friends does not cause me pain. As rock and roll bad boy Paul Simon once said, I am a rock, I am an i-i-i-island.', 'Ah, that’s just as well. As much as I’d love to meet Euclid, inventor of the geometric proof, he probably wore sandals and I cannot look at toes during dinner. Oh, I know, the person I’d most like to have dinner with is myself.', 'Ah, that’s just as well. As much as I’d love to meet Euclid, inventor of the geometric proof, he probably wore sandals and I cannot look at toes during dinner. Oh, I know, the person I’d most like to have dinner with is myself.']"
334,19,334_busy_sick_stranger_darn,"['busy', 'sick', 'stranger', 'darn', 'enjoying', 'weren', 'schedule', 'join', 'poor', 'kid']","['Of course I’m busy.', 'Of course not. I’m too busy to be sick.', 'Of course not. I’m too busy to be sick.']"
335,19,335_level_building_oh way_strength,"['level', 'building', 'oh way', 'strength', 'count', 'didn say', 'starting', 'wow', 'oh oh', 'right oh']","['This is the level you’re stooping to.', 'I don’t want the next level. I like this level. Fix it for me!', 'I don’t want the next level. I like this level. Fix it for me!']"
336,19,336_possibility_doubt_sure_open,"['possibility', 'doubt', 'sure', 'open', 'chance', 'feeling', 'willing', 'risk', 'cause', 'feel']","['It’s a possibility.', 'I’m open to the possibility.', 'I’m open to the possibility.']"
337,19,337_knock_mankind_naked_gotten,"['knock', 'mankind', 'naked', 'gotten', 'chair', 'way way', 'far', 'professor', 'gift', 'big']","['Knock-knock.', 'Knock, knock.', 'Knock, knock.']"
338,19,338_wish_lady_try_turns,"['wish', 'lady', 'try', 'turns', 'lot', 'surprised', 'point', 'believe', 'moment', 'little']","['Oh, how I wish I could.', 'Well, I wish I could.', 'Well, I wish I could.']"
339,19,339_motion_slow_oh think_think going,"['motion', 'slow', 'oh think', 'think going', 'make sure', 'second', 'danger', 'embarrassing', 'floor', 'fast']","['Well, that’s still no reason to rush into anything. I mean, look at us. We took things remarkably slow. You and I, we didn’t even hold hands for two years.', 'There’s a motion on the floor, I’m ridiculous. Do we have a second? Hmm? Hmm? There is no second. The motion is denied. Next time, make sure you have the votes first. That was embarrassing.', 'There’s a motion on the floor, I’m ridiculous. Do we have a second? Hmm? Hmm? There is no second. The motion is denied. Next time, make sure you have the votes first. That was embarrassing.']"
340,19,340_cat_poison_isaac_experiment,"['cat', 'poison', 'isaac', 'experiment', 'placed', 'journey', 'opened', 'box', 'ancient', 'alive']","['Schrodinger’s Cat.', 'Sorry, you diverted me. Anyway, in 1935, Erwin Schrodinger, in an attempt to explain the Copenhagen interpretation of quantum physics, he proposed an experiment where a cat is placed in a box with a sealed vial of poison that will break open at a random time. Now, since no-one knows when or if the poison has been released, until the box is opened, the cat can be thought of as both alive and dead.', 'Sorry, you diverted me. Anyway, in 1935, Erwin Schrodinger, in an attempt to explain the Copenhagen interpretation of quantum physics, he proposed an experiment where a cat is placed in a box with a sealed vial of poison that will break open at a random time. Now, since no-one knows when or if the poison has been released, until the box is opened, the cat can be thought of as both alive and dead.']"
341,19,341_table_square_insensitive_plane,"['table', 'square', 'insensitive', 'plane', 'dining', 'okay think', 've learned', 'suddenly', 'object', 'request']","['Who do I speak to about permanently reserving this table?', 'Keep the table. We don’t use that space.', 'Keep the table. We don’t use that space.']"
342,19,342_angry_clown_eventually_laughing,"['angry', 'clown', 'eventually', 'laughing', 'comment', 'makes feel', 'absurd', 'relax', 'hearing', 'basic']","['I’m starting to get the sense that you’re angry with me.', 'Yeah, well I am angry. And you telling me not to be angry makes me angry. And do you know how hearing myself say the word angry over and over makes me feel?', 'Yeah, well I am angry. And you telling me not to be angry makes me angry. And do you know how hearing myself say the word angry over and over makes me feel?']"
343,19,343_egg_ve known_structure_valuable,"['egg', 've known', 'structure', 'valuable', 'animal', 'wife', 'interested', 'unlike', 'round', 'available']","['Since when is eggnog a Christmas drink? Eggs are available all year ’round. I’ve been known to enjoy this poolside.', 'It’s a little stiff. What a remarkably fragile structure to support such a valuable payload. Not unlike balancing a Faberge egg on a Pixie Stick.', 'It’s a little stiff. What a remarkably fragile structure to support such a valuable payload. Not unlike balancing a Faberge egg on a Pixie Stick.']"
344,19,344_sarcasm_sign_going_,"['sarcasm', 'sign', 'going', '', '', '', '', '', '', '']","['Sarcasm?', 'Sarcasm?', 'Sarcasm?']"
345,19,345_ve doing_doing_thing_time,"['ve doing', 'doing', 'thing', 'time', 've', '', '', '', '', '']","['Why are you doing that?', 'Then why are you doing it?', 'Why are you doing that?']"
346,19,346_sweet_aren_guys_bet,"['sweet', 'aren', 'guys', 'bet', 'hold', 'hey', 'won', 'guess', 'thought', 'wait']","['Thank you. Aren’t you sweet.', 'Oh, you have to say that, you’re sweet on me.', 'Oh, you have to say that, you’re sweet on me.']"
347,19,347_factory_dining_dog_stand,"['factory', 'dining', 'dog', 'stand', 'hot', 'station', 'stock', 'offers', 'theatre', 'cars']","['The fun starts with brunch at Carney’s in Studio City, a hot dog stand in a converted railroad dining car. Next stop, Travel Town, an outdoor museum featuring 43 railroad engines, cars and other rolling stock from the 1880s to the 1930s. Finally, we’re off to the glitz and glamour of Hollywood for dinner at, that’s right, the Hollywood Carney’s, a hot dog stand in a different converted railroad dining car.', 'When did we get to the Cheesecake Factory?', 'When did we get to the Cheesecake Factory?']"
348,18,348_explanation_reasonable_expecting_english,"['explanation', 'reasonable', 'expecting', 'english', 'acting', 'explain', 'behaviour', 'telling', 'stupid', 'offer']","['I just gave you a reasonable explanation.', 'Are you expecting me to offer an explanation of human behaviour?', 'Are you expecting me to offer an explanation of human behaviour?']"
349,18,349_playing_night_night oh_mock,"['playing', 'night', 'night oh', 'mock', 'let just', 'note', 'easily', 'technology', 'oh ll', 'tonight']","['Oh, no, we’ll still be playing it tonight, this game can easily take eight hours.', 'If we’re all through playing mock the flawed technology, can we get on with Halo night, we were supposed to start at eight, it is now 8:06.', 'If we’re all through playing mock the flawed technology, can we get on with Halo night, we were supposed to start at eight, it is now 8:06.']"
